"description","seller","seller/address/0","seller/address/1","seller/address/2","seller/address/3","seller/address/4","seller/averageRating","seller/businessName","seller/id","seller/name","seller/phone","seller/reviewsCount","seller/url","galleryThumbnails/0","galleryThumbnails/1","galleryThumbnails/2","galleryThumbnails/3","galleryThumbnails/4","galleryThumbnails/5","galleryThumbnails/6","author","listPrice","listPrice/currency","listPrice/value","title","url","hasReviews","price","price/currency","price/value","shippingPrice","shippingPrice/currency","shippingPrice/value","delivery","stars","inStock","categoryPageData/isSponsored","categoryPageData/productPosition","categoryPageData/saleSummary"
,,,,,,,,,"A1FVA9L03NWUGF","JHVH TECH STORE",,,"https://www.amazon.com/sp?seller=A1FVA9L03NWUGF","https://m.media-amazon.com/images/I/41+SZqC3UDL._AC_US.jpg","https://m.media-amazon.com/images/I/514AfNxrCbL._AC_US.jpg","https://m.media-amazon.com/images/I/51vHQuijSPL._AC_US.jpg","https://m.media-amazon.com/images/I/51N8GlWd8+L._AC_US.jpg","https://m.media-amazon.com/images/I/51MwEdie8FL._AC_US.jpg","https://m.media-amazon.com/images/I/51s88nlHHkL._AC_US.jpg",,,,"$","23.99","RisoPhy Gaming Keyboard, 104 Keys All-Metal Panel, Rainbow LED Backlit Silent Computer Keyboard, Wrist Rest, Multimedia Keys, Anti-Ghosting, Waterproof Light Up Wired Keyboard for PC Mac Gamer","https://www.amazon.com/dp/B0D7HCZSRP","true",,"$","20.99",,,,"Saturday, January 25","4.2","true","true","33",
,,,,,,,,,"A19P1OE43Y3F5A","Keychron Keyboard",,,"https://www.amazon.com/sp?seller=A19P1OE43Y3F5A","https://m.media-amazon.com/images/I/41k46NzwzHL._AC_US.jpg","https://m.media-amazon.com/images/I/41bBJzE+TGL._AC_US.jpg","https://m.media-amazon.com/images/I/31-fcShgPrL._AC_US.jpg","https://m.media-amazon.com/images/I/410nnms1v4L._AC_US.jpg","https://m.media-amazon.com/images/I/513WhZUORAL._AC_US.jpg","https://m.media-amazon.com/images/I/41UGyCbkhPL._AC_US.jpg","https://m.media-amazon.com/images/I/41oEaQ4vSoL._AC_US.jpg",,,,,"Keychron K3 Version 2, 84 Keys Ultra-Slim Wireless Bluetooth/USB Wired Mechanical Keyboard with White LED Backlit, Low-Profile Gateron Mechanical Brown Switch Compatible with Mac Windows","https://www.amazon.com/dp/B08LSJ4RHH","true",,"$","83.99",,,,"Saturday, January 25","4.5","true","true","37",
"Logitech MX Keys S for Mac, a low-profile full-size Bluetooth keyboard, designed for Mac, with a Mac key layout and Apple-specific colorways. MX Keys for Mac offers a fluid, precise typing experience and customizable, time-saving Smart Actions that automate your most repetitive tasks with a single keystroke. The Logitech wireless keyboard features smart backlighting that lights up when your hands approach it and automatically adjusts to suit the time of day. Conveniently create and customize Smart Actions, adjust illumination brightness and duration, check battery life, and assign app-specific profiles with the Logi Options+ app (1). Product Details: Weight: 810 g Dimensions : 20.5 x 430.2 x 131.63 mm Compatible with macOS, iOS(4), iPadOS(4) operating systems Rechargeable Li-Po (1500 mAh) battery Optional Customization app(1): Logi Options+ Important: FileVault might be enabled on your macOS computer, which could prevent you from entering your password at start or reboot when connected to Bluetooth. In this case, use Logi Bolt USB Receiver (not included)",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41mtObU8cAL._AC_US.jpg","https://m.media-amazon.com/images/I/51bjBrLlIxL._AC_US.jpg","https://m.media-amazon.com/images/I/51a3vHdHjGL._AC_US.jpg","https://m.media-amazon.com/images/I/51r4v3nJztL._AC_US.jpg","https://m.media-amazon.com/images/I/41cjdwEMgJL._AC_US.jpg","https://m.media-amazon.com/images/I/41BsSf6L-iL._AC_US.jpg",,,,"$","109.99","Logitech MX Keys S for Mac, Wireless Keyboard, Fluid, Precise Laptop-Like Typing, Programmable Keys, Backlit, Bluetooth USB C Rechargeable for MacBook Pro, MacBook Air, iMac, iPad - Space Grey","https://www.amazon.com/dp/B0BXX499PC","true",,"$","99.99",,,,"Saturday, January 25","4.5","true","true","35",
,,,,,,,,,"A1IWU32MOSPJFY","AceGadget",,,"https://www.amazon.com/sp?seller=A1IWU32MOSPJFY","https://m.media-amazon.com/images/I/41pNC8EVNXL._AC_US.jpg","https://m.media-amazon.com/images/I/51hm5C109PL._AC_US.jpg","https://m.media-amazon.com/images/I/51MG+wYlvGL._AC_US.jpg","https://m.media-amazon.com/images/I/41hBXEHLmBL._AC_US.jpg","https://m.media-amazon.com/images/I/51hmDyLwRqL._AC_US.jpg","https://m.media-amazon.com/images/I/51ApjI+ENRL._AC_US.jpg",,,,,,"RK ROYAL KLUDGE S98 Mechanical Keyboard w/Smart Display & Knob, Top Mount 96% Wireless Mechanical Keyboard BT/2.4G/USB-C, Hot Swappable, Software Support, Creamy Sounding, 98 Keys","https://www.amazon.com/dp/B0CQ2MSP2B","true",,"$","99.99",,,,"Saturday, January 25","4.6","true","true","50",
"The CORSAIR K70 RGB PRO Mechanical Gaming Keyboard delivers an iconic aluminum frame and even better performance, powered by CORSAIR AXON Hyper-Processing Technology and world-renowned CHERRY MX mechanical keyswitches. Win in style with dynamic per-key RGB backlighting, easy to take on the go with a detachable USB Type-C cable. Powerful iCUE software on both PC and macOS enables custom macro programming, key remaps, and more, while dedicated media keys and an aluminum multi-function volume roller offer convenient control over media. With a tournament switch for instant compliance with competition guidelines and onboard storage for up to 50 profiles, the K70 RGB PRO is ready to take on any challenge.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/418AsoHmjyL._AC_US.jpg","https://m.media-amazon.com/images/I/41AIcrQqVQL._AC_US.jpg","https://m.media-amazon.com/images/I/51DDR+vvIGL._AC_US.jpg","https://m.media-amazon.com/images/I/41N71WP57jL._AC_US.jpg","https://m.media-amazon.com/images/I/51MnQAMCB5L._AC_US.jpg","https://m.media-amazon.com/images/I/51ESEpuBKOL._AC_US.jpg",,,,,,"Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard (CHERRY MX RGB Speed Switches: Linear and Rapid, 8,000Hz Hyper-Polling, PBT DOUBLE-SHOT PRO Keycaps, Soft-Touch Palm Rest) QWERTY, NA - Black","https://www.amazon.com/dp/B09NCLR4M6","true",,"$","159.99",,,,"Saturday, January 25","4.6","true","true","49",
"Run your battlestation at optimal capacity with the Razer BlackWidow V4—a perfect control hub for your PC setup. Packed with macro and media keys, gain access to advanced commands and shortcuts, as you turn up the immersion with a highly evolved mechanical keyboard that goes all out with Razer Chroma RGB.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/51NlhmmBtRL._AC_US.jpg","https://m.media-amazon.com/images/I/51UB4dezeDL._AC_US.jpg","https://m.media-amazon.com/images/I/51kE-S-rpIL._AC_US.jpg","https://m.media-amazon.com/images/I/511i5nUCAEL._AC_US.jpg","https://m.media-amazon.com/images/I/51KtrrTVneL._AC_US.jpg","https://m.media-amazon.com/images/I/41PfGlp1TwL._AC_US.jpg","https://m.media-amazon.com/images/I/51tK-wkX9WL._AC_US.jpg",,,"$","169.99","Razer BlackWidow V4 Mechanical Gaming Keyboard: Green Switches Tactile & Clicky - Chroma RGB - 6 Macro Keys - Magnetic Wrist Rest - Doubleshot ABS Keycaps - Roller & Media Keys - Snap Tap","https://www.amazon.com/dp/B0C6RK64Z2","true",,"$","149.99",,,,"Saturday, January 25","3.8","true","true","51",
,,,,,,,,,"A2KV19AYUKS3X0","Thousandshores Inc",,,"https://www.amazon.com/sp?seller=A2KV19AYUKS3X0","https://m.media-amazon.com/images/I/41K+pXl7OZL._AC_US.jpg","https://m.media-amazon.com/images/I/51T9CzljcrL._AC_US.jpg","https://m.media-amazon.com/images/I/514tXvmC1EL._AC_US.jpg","https://m.media-amazon.com/images/I/41Fx6wWp7LL._AC_US.jpg","https://m.media-amazon.com/images/I/41XBf0nXaJL._AC_US.jpg","https://m.media-amazon.com/images/I/518x6uqJswL._AC_US.jpg",,,,"$","39.99","iClever BK10 Bluetooth Keyboard, Multi Device Keyboard Rechargeable Bluetooth 5.1 with Number Pad Ergonomic Design Full Size Stable Connection Keyboard for iPad, iPhone, Mac, iOS, Android, Windows","https://www.amazon.com/dp/B07TS6R1SF","true",,"$","34.99",,,,"Saturday, January 25","4.3","true","true","52",
"Logitech MK540 Advanced Wireless Keyboard and Mouse Combo Logitech MK540 Advanced is a wireless full-size keyboard and mouse combo built for precision, comfort, and reliability. Enjoy the plug and play wireless freedom of the combo, with the tiny USB receiver equipped with Logitech Unifying technology. The keyboard is spill-resistant (1) and abrasion-resistant key printing ensures your keys won’t quickly fade. The keys have been optimized for improved accuracy and reduced noise. The palm rest and adjustable tilt legs keep you comfortable for long stretches at the desk. With convenient and essential hotkeys for direct access, as well as preset Fn keys that can be personalized in Logitech Options. The contoured wireless mouse is designed to fit in either your right or left hand and features enhanced tracking, precise cursor control that keeps you in command. Keyboard Product Details: Dimensions: 7.62 x 18 x 0.94 in Weight: 28.4 oz Adjustable Keyboard Height: 3 tilt positions Special Keys: Music controls, programmable keys 10-Key Number pad Palm rest Key Type: Deep profile Caps lock indicator light On/off power switch 2 AAA batteries（Alkaline Battery） Battery life: 36 months Mouse Product Details: Dimensions: 2.43 x 1.54 x 0.45 in Weight: 2.59 oz Sensor technology: Smooth Optical tracking Number of buttons: 3 (Left/Right-click, Middle-click) Scrolling: line-by-line Scroll Wheel: 2D, optical Connect/Power: On/Off power button 1 AA battery（Alkaline Battery） Battery life: 18 months Wireless Range: Up to 33 ft (2) Compatible on Windows 7, 8, 10 or later, Chrome OS (1) Tested under limited conditions (maximum of 60 ml liquid spillage). Do not immerse keyboard in liquid. (2) Wireless range may vary based on user, environmental and computing conditions. (3) Keyboard and mouse battery life may vary based on user and computing conditions.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31V41xDeAsL._AC_US.jpg","https://m.media-amazon.com/images/I/41aSUu3UriL._AC_US.jpg","https://m.media-amazon.com/images/I/41y0dwf12AL._AC_US.jpg","https://m.media-amazon.com/images/I/41H6TZD0OdL._AC_US.jpg","https://m.media-amazon.com/images/I/31ywbL2xE2L._AC_US.jpg","https://m.media-amazon.com/images/I/41g88Ba8TYL._AC_US.jpg",,,,"$","49.99","Logitech MK540 Advanced Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Unifying USB-Receiver, Multimedia Hotkeys, 3-Year Battery Life, for PC, Laptop","https://www.amazon.com/dp/B0CBPNWCVS","true",,"$","45.56",,,,"Saturday, January 25","4.4","true","true","48",
,,,,,,,,,"A30J4TO71VXT2L","KopJippom",,,"https://www.amazon.com/sp?seller=A30J4TO71VXT2L","https://m.media-amazon.com/images/I/51V6yTu7MVL._AC_US.jpg","https://m.media-amazon.com/images/I/51QAQl23sNL._AC_US.jpg","https://m.media-amazon.com/images/I/51wbAIGpLpL._AC_US.jpg","https://m.media-amazon.com/images/I/51HYvTHGK+L._AC_US.jpg","https://m.media-amazon.com/images/I/51XtVeIJbzL._AC_US.jpg","https://m.media-amazon.com/images/I/51T5RYv127L._AC_US.jpg",,,,,,"Large Print Keyboard - 7 Interchangeable Backlight Colors, Light Up USB Wired Computer Keyboards, USB Plug-and-Play, Foldable Stands, Corded Full Size Keyboard for Windows, PC, Laptop","https://www.amazon.com/dp/B0CYC3GQFL","true",,"$","25.99",,,,"Saturday, January 25","4.6","true","true","43",
,,,,,,,,,"A2FK9EP27A6ZE6","Redragon Shop",,,"https://www.amazon.com/sp?seller=A2FK9EP27A6ZE6","https://m.media-amazon.com/images/I/41J4bIsMLmL._AC_US.jpg","https://m.media-amazon.com/images/I/51fkP577cQL._AC_US.jpg","https://m.media-amazon.com/images/I/41i7nUMDDkL._AC_US.jpg","https://m.media-amazon.com/images/I/51ug7GTeWEL._AC_US.jpg","https://m.media-amazon.com/images/I/51JqECoQqLL._AC_US.jpg","https://m.media-amazon.com/images/I/41549F-F3pL._AC_US.jpg",,,,"$","79.99","Redragon K556 RGB LED Backlit Wired Mechanical Gaming Keyboard, 104 Keys Hot-Swap Mechanical Keyboard w/Aluminum Base, Upgraded Socket and Noise Absorbing Foams, Soft Tactile Brown Switch","https://www.amazon.com/dp/B01NAI2TXC","true",,"$","59.99",,,,"Saturday, January 25","4.5","true","true","46",
,,,,,,,,,"A3CO1NX1M888UW","KYX Elec",,,"https://www.amazon.com/sp?seller=A3CO1NX1M888UW","https://m.media-amazon.com/images/I/31lRYcbHUhL._AC_US.jpg","https://m.media-amazon.com/images/I/41SbvcWI9dL._AC_US.jpg","https://m.media-amazon.com/images/I/51iZRCwzHNL._AC_US.jpg","https://m.media-amazon.com/images/I/51RMP+e9unL._AC_US.jpg","https://m.media-amazon.com/images/I/410ntfyB7kL._AC_US.jpg","https://m.media-amazon.com/images/I/417sR75WJTL._AC_US.jpg","https://m.media-amazon.com/images/I/51SlB0p+FNL._AC_US.jpg",,,,,"EDJO Wireless Keyboard, 2.4G Ergonomic Full Size Wireless Computer Keyboard with Wrist Rest for Windows, Mac OS Desktop/Laptop/PC（Black）","https://www.amazon.com/dp/B095VM6J1R","true",,"$","25.99",,,,"Saturday, January 25","4.3","true","true","44",
"Built for pros from the bottom up. A compact tenkeyless design frees up table space for low-sens mousing. Pro-grade Clicky switches give you an audible feedback bump. Programmable LIGHTSYNC RGB and onboard memory lets you customize and store a lighting pattern for tournaments. A detachable cable makes for easy transportation. Play to Win.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41nJY8zgznL._AC_US.jpg","https://m.media-amazon.com/images/I/41j38V6AP+L._AC_US.jpg","https://m.media-amazon.com/images/I/41yL+F7quLL._AC_US.jpg","https://m.media-amazon.com/images/I/51xAkGvaMwL._AC_US.jpg","https://m.media-amazon.com/images/I/41-WpLidbpL._AC_US.jpg","https://m.media-amazon.com/images/I/51RPZ+amjSL._AC_US.jpg",,,,"$","129.99","Logitech G PRO Mechanical Gaming Keyboard, Ultra Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million Color LIGHTSYNC RGB Backlit Keys","https://www.amazon.com/dp/B07QQB9VCV","true",,"$","77.27",,,,"March 9 - 19","4.6","true","true","45",
"The incomparable CORSAIR K100 RGB Optical-Mechanical Gaming Keyboard combines stunning aluminum design with per-key RGB lighting and a 44-zone LightEdge. Powerful CORSAIR AXON Hyper-Processing Technology enables unparalleled capabilities such as 4,000Hz polling. CORSAIR OPX RGB optical-mechanical keyswitches. offer hyper-fast 1.0mm actuation while registering keypresses up to 4x faster than standard mechanical gaming keyboards thanks to AXON, housed in durable double-shot PBT keycaps.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41mk+FW-lvL._AC_US.jpg","https://m.media-amazon.com/images/I/51Uu1u29duL._AC_US.jpg","https://m.media-amazon.com/images/I/51VY3kp4ZeL._AC_US.jpg","https://m.media-amazon.com/images/I/51UP5qVRRHL._AC_US.jpg","https://m.media-amazon.com/images/I/51t5JNCLF1L._AC_US.jpg","https://m.media-amazon.com/images/I/51SNfiarZ5L._AC_US.jpg",,,,"$","249.99","Corsair K100 RGB Optical-Mechanical Wired Gaming Keyboard - OPX Switches - PBT Double-Shot Keycaps - Elgato Stream Deck and iCUE Compatible - QWERTY NA Layout - Black","https://www.amazon.com/dp/B08HR74WV4","true",,"$","169.99",,,,"Saturday, January 25","4.5","true","true","47",
"Simple plug-and play keyboard and mouse with reliable wireless connection up to 10m / 33ft away, sharing one tiny USB receiver. No hassle with pairing or software installation. Type comfortably on a familiar keyboard layout with full-size arrow keys, number pad and easy access to 15 shortcut-keys. Enjoy long-lasting battery life – 36-month for keyboard and 12-month for mouse. With its durable construction, its spill-proof design1, anti-fading treatment on each key and sturdy tilt legs, it is built to last. 1. Tested under limited conditions (maximum of 60 ml liquid spillage). Do not immerse keyboard in liquid.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31T80tZUY9L._AC_US.jpg","https://m.media-amazon.com/images/I/41ifTQ944WL._AC_US.jpg","https://m.media-amazon.com/images/I/51iPw--4yQL._AC_US.jpg","https://m.media-amazon.com/images/I/51RVyMQm9CL._AC_US.jpg","https://m.media-amazon.com/images/I/51mjQFOQDdL._AC_US.jpg","https://m.media-amazon.com/images/I/41WP4FQoomL._AC_US.jpg",,,,"$","24.99","Logitech MK235 Wireless Keyboard and Mouse Combo for Windows, USB Receiver, 15 FN Keys, Long Battery Life, Compatible with PC, Laptop","https://www.amazon.com/dp/B01AROOL12","true",,"$","23.82",,,,"Saturday, January 25","4.3","true","true","42",
"The CORSAIR K70 CORE gaming keyboard empowers your best play and makes gaming and typing amazing. With silky-smooth CORSAIR Red linear mechanical switches and two layers of sound dampening foam for a superior typing sound and feel, this is premier CORSAIR performance at its core. Take control effortlessly with a multi-function rotary dial and programmable media button, configurable in iCUE. Use iCUE to also customize the K70 CORE’s dazzling per-key RGB lighting and make your desktop your own dynamic work of art, and then save your RGB settings and macros on up to five onboard profiles to always have at the ready. Your ambition starts with the K70 CORE.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/414FeK0miAL._AC_US.jpg","https://m.media-amazon.com/images/I/51gMTcqTW8L._AC_US.jpg","https://m.media-amazon.com/images/I/51j5ZQJzNqL._AC_US.jpg","https://m.media-amazon.com/images/I/51Aqk524azL._AC_US.jpg","https://m.media-amazon.com/images/I/51J86q77DwL._AC_US.jpg","https://m.media-amazon.com/images/I/41m7a9peSDL._AC_US.jpg",,,,"$","96.74","CORSAIR K70 CORE RGB Mechanical Gaming Keyboard with Palmrest - Pre-lubricated Corsair MLX Red Linear Keyswitches - Sound Dampening - Media Control Dial - iCUE Compatible - QWERTY NA Layout - Black","https://www.amazon.com/dp/B0CH3MRGK7","true",,"$","86.41",,,,"Saturday, January 25","4.4","true","true","40",
,,,,,,,,,"A395A68ZWTJQEO","COLIKES-US",,,"https://www.amazon.com/sp?seller=A395A68ZWTJQEO","https://m.media-amazon.com/images/I/41ZPA418GOL._AC_US.jpg","https://m.media-amazon.com/images/I/41nDlQuaW5L._AC_US.jpg","https://m.media-amazon.com/images/I/41DdJzuS5dL._AC_US.jpg","https://m.media-amazon.com/images/I/41gRz5HpC-L._AC_US.jpg","https://m.media-amazon.com/images/I/51BkbQEwVeL._AC_US.jpg","https://m.media-amazon.com/images/I/51XSMS2SHgL._AC_US.jpg",,,,,,"Computer Keyboard Wired, Plug Play USB , Low Profile Chiclet Keys, Large Number Pad, Caps Indicators, Foldable Stands, Spill-Resistant, Anti-Wear Letters for Windows Mac PC Laptop, Full Size","https://www.amazon.com/dp/B09NLS9TK4","true",,"$","14.99",,,,"Saturday, January 25","4.3","true","true","39",
"MX Keys S Logitech Wireless Keyboard — a low-profile full-size keyboard that offers a fluid, precise typing experience and customizable, time-saving Smart Actions that automate your most repetitive tasks with a single keystroke. The backlit keyboard features smart backlighting that lights up when your hands approach it and automatically adjusts to suit the time of day. Conveniently create and customize Smart Actions, adjust illumination brightness and duration, check battery life, assign app-specific profiles with the Logi Options+ app (1). MX Keys S Logitech Wireless Keyboard Details: Weight: 810 g Dimensions: 20.5 x 430.2 x 131.63 mm Laptop keyboard compatible with Windows, macOS, Linux(3), Chrome OS(3), iOS(3), iPadOS(3), Android(3) operating systems. Rechargeable Li-Po (1500 mAh) battery Optional Customization app (1): Logi Options+ Important: FileVault might be enabled on your macOS computer, which could prevent you from entering your password at start or reboot when connected to Bluetooth. In this case, use Logi Bolt USB Receiver. (1) Requires Logi Options+ app, available for Windows and macOS. (2) The keyboard is not compatible with other Logitech USB receivers. (3) Device basic functions will be supported without software for other systems than Windows and macOS. (4) Battery life may vary based on user and computing conditions. (5) Excludes plastic in printed wiring assembly (PWA), FFC cable, cables, and packaging. (6) 4 mm minimum glass thickness.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41DpmtQO58L._AC_US.jpg","https://m.media-amazon.com/images/I/51XOxhD8a4L._AC_US.jpg","https://m.media-amazon.com/images/I/51veexT9wGL._AC_US.jpg","https://m.media-amazon.com/images/I/519F1Ip3e+L._AC_US.jpg","https://m.media-amazon.com/images/I/51B1tuwsgRL._AC_US.jpg","https://m.media-amazon.com/images/I/51gwteECisL._AC_US.jpg",,,,,,"Logitech MX Keys S Wireless Keyboard, Low Profile, Fluid Precise Quiet Typing, Programmable Keys, Backlighting, Bluetooth, USB C Rechargeable, for Windows PC, Linux, Chrome, Mac - Pale Grey","https://www.amazon.com/dp/B0BKVZK4TH","true",,"$","109.99",,,,"January 27 - 29","4.6","true","true","41",
"The CORSAIR K55 RGB PRO Gaming Keyboard lights up your desktop with vibrant five-zone dynamic RGB backlighting and powers up your gameplay with six easy to set up dedicated macro keys. The K55 RGB PRO is certified for IP42 dust and spill-resistance to stand up to wear, tear, and more, with a detachable palm rest to ensure all-day comfort. Quiet and responsive keys are comfortable for typing or gaming, and dedicated media keys put play, pause, and more within easy reach. CORSAIR iCUE software makes it easy to personalize your lighting and macros, while anti-ghosting and selective key rollover ensure your critical inputs are delivered when they matter most.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41rUmUMKHVL._AC_US.jpg","https://m.media-amazon.com/images/I/51g4AzIJLXL._AC_US.jpg","https://m.media-amazon.com/images/I/51Iocs0pxGL._AC_US.jpg","https://m.media-amazon.com/images/I/511Fkmhzc7L._AC_US.jpg","https://m.media-amazon.com/images/I/616IpWr5RmL._AC_US.jpg","https://m.media-amazon.com/images/I/51eg2YdaKHL._AC_US.jpg",,,,"$","59.99","Corsair K55 RGB PRO Membrane Wired Gaming Keyboard – IP42 Dust and Spill-Resistant – 6 Macro Keys with Elgato Integration – iCUE Compatible – QWERTY NA – PC, Mac, Xbox – Black","https://www.amazon.com/dp/B08Y78FFR9","true",,"$","45.99",,,,"Saturday, January 25","4.6","true","true","38",
,,,,,,,,,"A10XIJWIA3998G","Zolwaytac Store",,,"https://www.amazon.com/sp?seller=A10XIJWIA3998G","https://m.media-amazon.com/images/I/51SBx5c9tML._AC_US.jpg","https://m.media-amazon.com/images/I/51dtmeJCL+L._AC_US.jpg","https://m.media-amazon.com/images/I/51NacbXBLgL._AC_US.jpg","https://m.media-amazon.com/images/I/51Q5zFU-oaL._AC_US.jpg","https://m.media-amazon.com/images/I/510v34h-Y3L._AC_US.jpg","https://m.media-amazon.com/images/I/51tPvhkfNRL._AC_US.jpg",,,,,,"Laptop,Gaming Laptop,16GB RAM 512GB SSD,N100 CPU(Up to 3.4Ghz,12th ),Aluminum Body,15.6"" FHD Display,Support WiFi/Bluetooth,Backlit Keyboard,Support Type C Charging,Win 11 Pro,For Business,Spacegray","https://www.amazon.com/dp/B0D83PWKYN","true",,"$","269.99",,,,"Saturday, January 25","4.4","true","true","69",
,,,,,,,,,"A2FK9EP27A6ZE6","Redragon Shop",,,"https://www.amazon.com/sp?seller=A2FK9EP27A6ZE6","https://m.media-amazon.com/images/I/41bWjX9agqL._AC_US.jpg","https://m.media-amazon.com/images/I/51kk5quqkcL._AC_US.jpg","https://m.media-amazon.com/images/I/51QTwdTbIxL._AC_US.jpg","https://m.media-amazon.com/images/I/41HGOVBpL3L._AC_US.jpg","https://m.media-amazon.com/images/I/51aWPGb7cpL._AC_US.jpg","https://m.media-amazon.com/images/I/41nygULkImL._AC_US.jpg",,,,,,"Redragon K673 PRO 75% Wireless Gasket RGB Gaming Keyboard, 3-Modes 81 Keys Compact Mechanical Keyboard Hot-Swap Socket, Dedicated Knob Control and Sound Absorbing Pads, Linear Red Switch","https://www.amazon.com/dp/B0CDX5XGLK","true",,"$","64.99",,,,"Saturday, January 25","4.6","true","true","68",
,,,,,,,,,"ALSLF3ULUWXC6","Arteck",,,"https://www.amazon.com/sp?seller=ALSLF3ULUWXC6","https://m.media-amazon.com/images/I/419hD18BHgL._AC_US.jpg","https://m.media-amazon.com/images/I/415w2Pgp0qL._AC_US.jpg","https://m.media-amazon.com/images/I/516C1Is1TCL._AC_US.jpg","https://m.media-amazon.com/images/I/51YsBEHLRuL._AC_US.jpg","https://m.media-amazon.com/images/I/41HsWQBG7DL._AC_US.jpg","https://m.media-amazon.com/images/I/41-3JE4J62L._AC_US.jpg",,,,"$","29.99","Arteck USB Wireless Keyboard Stainless Steel Ultra Slim Keyboard with Numeric Keypad for Computer/PC/Laptop and Windows 11/10/8 Rechargeable Battery","https://www.amazon.com/dp/B07VV9KMSQ","true",,"$","25.99",,,,"Saturday, January 25","4.4","true","true","67",
,,,,,,,,,"A3L9YKKU69XNVY","KEMOVE-US",,,"https://www.amazon.com/sp?seller=A3L9YKKU69XNVY","https://m.media-amazon.com/images/I/41QZRawwKxL._AC_US.jpg","https://m.media-amazon.com/images/I/4196fTv3ojL._AC_US.jpg","https://m.media-amazon.com/images/I/41qU6apCPGL._AC_US.jpg","https://m.media-amazon.com/images/I/51Qy-lPz1sL._AC_US.jpg","https://m.media-amazon.com/images/I/51JAYvN12LL._AC_US.jpg","https://m.media-amazon.com/images/I/51Y2ds7mthL._AC_US.jpg",,,,"$","49.99","KEMOVE K98SE Mechanical Gaming Keyboard, 98 Keys LED Backlit Programmable Keyboard, 96% Wired Computer Keyboard with Double Sound Dampening Foam, Pre-lubed Red Switch","https://www.amazon.com/dp/B0CM5P6MNK","true",,"$","37.99",,,,"Saturday, January 25","4.3","true","true","65",
